clean_text,Label,char_len,word_count
bingung banget mau ngisi bensin deket rumah ada pertamini pertashop mana harga pertalite pertamini sama kayak pertamax pertashop mau isi pertalite eman kalau pertamax kek rela banget aish perintah sial,0,235,40
petron ron malaysia rb liter kalau pertamax turbo ron berapa bro,1,86,15
iy terus drmn dapat uang segitu bnyk ny njir kalau bukan uang rakyat rampok siapa dsni tidak rela uang beli pertamax di rampok gerombol maling das,0,164,31
pertamax pertalite,1,27,4
baru bangun tidur mon korupsi lama mon percuma teriak negara telanjur tekor rakyat konsumen pertamax tahun tipu emang presiden mo pelihara bajing kalau negarawan mesti habis sampai akar mon,0,247,37
bawa pertamax,2,16,3
pertamax oplos minyakkita oplos semua oplos cinta ku pada asli oplos,0,96,14
mahal ron atas pertamax jatohnya murah banget,0,47,8
jbrfess rek sepeda mio m biasa isi pertalite kalau ganti pertamax bukan pertamax gasoline indomobil apa cocok mesin pertama kali ganti memang lebih enak takut cocok di jenis mesin,0,223,38
anggota dpr beda dapat ttg bahan bakar pertamax dispbu kadar sesuai beli milik mobil anggota dpr komisi bidang energi panggil lbh milik mobil jelas tidak bias tengah masyarakat amp spbu yang kelola pertamina percaya,0,280,42
bengongin pertamax,1,18,2
pertamax palsu emas palsu buah janji palsu calon jabat kampanye,0,86,14
nyiram api pake pertamax,1,24,4
viral kasus oplos bbm pb hmi minta pertamina henti jual pertamax,0,78,11
kerja cok kamu squidwor baru bangun tidur nanya perintah ngapain fak gas kg pagar laut bambu pertamax sama pertalite salah satu pekerjaaan loo yaa,0,164,28
kasih video dong kalau mobil om isi pertamax biar totalita gitu,0,73,12
tolol bner sih kamu mlah gaet fix makin jijik makin jdi boikot pertamax pula keluarga kamu pengaruh kok sekarang mustinya kamu malu kamu dapet jabat menhan malah anak kamu terima endorsan bayar pke duit negara nepotisme,0,254,45
pertamax rasa pertalite oplos,0,31,4
yang suka bansos punya anggar tidak nilai tambah naik popularitas elektabilita kalah dg isyu pertamax palsu emas palsu ijazah palsu,0,163,26
ko malah jadi blunder gin maksud meng pertamax malah jadi bahan olokolok kan,0,86,14
mungkin lebaran jadi momen aja guling rezim wkwkwkwkw bagaimana anak makan siang gratis ukt anak kuliah naik eh tau nyata kita kira pertamax nyata pertalite itu tahun lho,0,217,36
uang palsu emas palsu pertamax palsu pupuk palsu semua awal dr sumpah palsu,0,78,13
bukan leher superman kilir banyak pertamax,1,57,7
noh pertamax simerah harus diturunin jadi goceng njir itung itung gantiin duit sudah beli oplos tahun tahun,0,115,18
exactly thought kalau dondar di pmi biasa pas cek tensi suka tanya motivasi dondar kenapa selalu mantap bilang saya guna orang badan tentu guna mudah darah bantu orang hidup sesuai biasa ibu,0,275,45
coba cek bulan lalu tahun lalu apa ada bengkel surabaya kalau salah buat video mobil baru pake pertamax semua jebol,0,134,26
mau tanya oot twt paman civic fd memang minum pertalite bukan wajib pertamax yo,0,97,18
beli pertamax rasa pertalite pilih omon rasa umulumul ken padangjinglang koq malah gelapjelita,0,98,13
blend n oplos bahasa sama arti campur pente rugi negara n pemake pertamax pecat,0,100,17
gara gara berita pertalite pertamax oplos,1,47,7
hal hal pantes lama kok pake pertamax malah sama kaya pertalite boro,0,84,14
jadi pertalite pertamax kandunganya sama untuk beda subsidi nonsubsidi,0,95,13
beli pertamax pertalite pertaoplos beli wowo wiwi presioplos,0,72,10
kamu gatau di negara makan siang gratis ni bos didik doang ngaruh sehat bpjs ngapain beli pertalite serasa pertamax,0,136,23
cukup minta maaf balikin duit rakyat tipu sama pertamax ron,0,71,13
kena prank beli pertamax isi pertalite memang budaya undur diri malu sulit negeri wakanda,0,102,16
pertamax lpg mafia susul pln karena semua orang si krempeng mulyono pasti masalah,0,118,19
false flag fake hero asli nya sama seperti pertamina beli pertamax tau pertalite,0,91,15
pertamina beli bbm harga pertamax oplos jual masyarakat harga pertamax memang menteri bumn colong masyarakat beli pertamax colong,0,168,23
dimaafin kalau kendara rutin isi pertamax kasih free cek spare ganti baru kalau yang rusakga benar gegara bensin oplos,0,133,22
di indo butuh butuh adlh lelucon asal calon pimpin lawak lucu pilih ngelola pertamax ngelucu nangani kasus ngelucu tidak lucu dijebolin kyk tom lembong tidak lucu digagalin nyalon kyk anie kwkw,0,247,42
lucu banget ajg negara minyak goreng subsidi nyata minyak jelantah pertamax nyata oplos beberapa balut wanita nyata aman di pakai emas palsu apa,0,176,27
semua awal dr presiden tiputiputhn jabat preman rampok sulap tiada hri tnpa pungli korupsi sulap pertamax mnjdi pertalite sulap emas asli mjdi emas palsu lahir perintah tipu muslihat pd rakyat,0,253,38
ttp beli pertamax karena males ngantri,2,47,8
pas tanya knapa dipertalie g tugas nyolot tampang nantangin bilang sana g mesin nya pak kalau dsni tapi isi pertamax,0,155,27
kmren mau isi bensin pertamina g jdi gara gara g pegang cash antri pertalite g qrisdebit kata g mesin nya antri pertamax karena mesin nya sedia pdhal antri pertalite sama pertamax cman beda berapa meter doang alhasil isi di vivo,0,268,47
ngisi pertamax,0,20,3
dr pertamina mohon maaf sbagai prmohonan maaf turun harga pertalite jadi pertamax jadi contoh prmohonan maaf tulus,0,150,24
y mknya dah pertamax oplos banjir bahlul benar negara bubarin gih,0,78,13
maaf doang yakali rugi dong minimal gratis real pertamax lah tahun kalau ya bulan lah canda,0,105,19
kira ngalir pertamax oplos nya senayan hayoooo,0,55,9
bakal maafin minta maaf doang ubah apa mend kamu ganti uang semua rakyat tipu pertamax palsu,0,120,22
mobil sy mypertaminanya biar isi pertalite kerja sy jd bisa ngisi bukan jamjam sibukantri mobil sy tipe biasa yang tidak harus rekomen isi pertamax terima kasih kamu jujur alas pakai pertamax,0,241,44
itungan kasar nya gin pak barel ceude oil jadi kurleb liter bahan bakar siap pakai nah itu semua jadi pertalite pertamax beberapa jadi avgas avtur pertalitemax solar limbah nya jadi kokas semua nya laku,0,235,41
iyaa sekarang jd pd marah suka isi pertamax ngerasa tipu sama koruptor pertamina,0,90,17
ganti rugi hrg pertamax k lama th,0,47,10
tadi iseng cek bensin isi pertamax tara biru tak biru punya sell bensin biru pucat malah lebih hampir bening laku yah beli mahal kualita murah jadi benar yah oplos bukan hny pusat daerah jatim,0,249,42
benar si bumn colong kan colong rakyat beli pertalite harga pertamax,0,85,14
maaf serius nanya arti bahasa inggris blend khan campur yah lalu bahasa pakai pertamax kemarin oplos sama arti di campur jadi blendingoplos lah apa bedany yah,0,195,33
kembali uang rakyat bos beli pertamax kasih pertalite selisih harga kembali dosa kamu bos minta maaf belum cukup,0,131,20
selamat nikmat santap sahur moga puasa hari lancar,1,57,9
alhamdulillah kenyang,0,21,2
berita pertamax oplos sidaknya spbu shell hari ikut harga shell naik lucu memang umur ngak bumn bilang untung gede profit paling untung dari korupsi,0,188,30
males sama pertamax pertamina,0,34,5
desperate jadi wni sampai tahap sudah lah apa honda karbuku isi pertamax wong asli pertalite kok,0,114,19
kalau gitu tikno bilang susu politik ndasmu ae larang larang orang dapat pertamax oplos jgn jadi isu politik lpg melon kg jangan jadi isu politik jiwasraya jangan jadi isu politik terus apa dong boleh kritik,0,247,41
terima maaf kamu balikin semua duit yang saya kasih pertamax sedih banget rela beli pertamax biar motor saya gacepet rusak malah kamu ninuninu sial,0,183,33
mohon maaf harus pertamina jual pertamax harga pertalite masa omong minta maaf tanpa kompensasi konsuman,0,140,20
pupuk oplos pertamax oplos kabinet oplos,0,47,7
td mimpi ngisi bensin pertamina mana isi pertamax,0,61,11
anak azka dulu ikut syuting kasih bbm bbm pertamax yang ada sana buat semua orang kalau ngomong sama pa enak mau beli shell tabok tabok tanya anak saya tabok,0,221,43
klarifikasi pertamax,0,20,2
ron pertamax indon malay ngasih subsidi ron strata bensin pale jelek sana ron harga nya rm rbliter ron malay harga nya rm rbliter indon tara sama pertamax turbo dipake mobil sport,0,243,48
prof mahfud saat luar perintah dalam perintah selalu beda pernyataanya semenjak pertalite naik gt banyak konsumen banding harga ron pertalite amp pertamax ikut kasus atas rusa kendara mobil bogorjakseldepok bukan prihal korupsi,0,275,36
simpan pertamax nya siram muka anggota dpr kmrn ngebacot,1,66,12
kota rame jir pertalite ampe ngantri panjang pertamax hampir gaada ngisi samsek,0,93,16
coba tanyak dirut patra niaga siapa tau air oplos jadi pertamax turbo lumayan bahan baku gratis untung besar,0,123,20
boros sparepart mahalmulai susah dulu pernah punya px limited edition pakai kota pertamax terus pas kena masalah ecu akhir gamble beli nd marketplace di bengkel resmi ada bjir untung tidak rusak,0,247,43
sayang loh air buang buang coba tanya dirut patra niaga siapa tau olah jadi pertamax turbo,0,102,17
ngelola pertamax di korupsi terus mau bikin lebih gede kocak kabinet,1,90,16
sudah ganti koil busi semua masih ada langkah hilang mobil jalan mau mati padahal pernah isi pertalite selalu pertamax bukti spbu langgan di cek saya beli pertalite pernah servis bengkel resmi honda,0,272,45
kilqng pertamax oplosab banyak untung jual pertamx kw,0,68,11
kek pertamax aje,1,21,4
m tiap bulan ledak perut itu hasil nipu konsumen beli bbm pertamax pertalite parah parah bangeet,0,129,22
hambalang ikn timah emas polos pertamax oplos ijazah palsu pager laut kah danantara bank emas,0,102,16
masuk di tipu pak ssh beli pertamax tau oplos apa kurang gaji dzolim jamaah nipu se negara tuntut di akhirat,0,147,25
terus yauda laa nanya saya ruwet jadi ajak beli bensin dulu nyari shell susah sangat akhir pertamina tapi beli pertamax turbo kata kecewa sangat abis saya ajak kodam nyata kukut guy,0,233,40
uang ngisi pertamax taun bagaimana om,0,48,8
mekanisme hak gugat warga negara ampcitizen lawsuitamp duga oplos bbm pertamax,0,95,12
terima kasih bang pertamax turbonya yakin bukan oplos kebakarannnnn,0,76,11
wanjir semua garagara pertamax,0,30,4
malaysia jual pertamax untung indonesia jual pertamax rugi,0,82,12
ron tara turbo untung ini fuel subsidi untung ron pertamax ron kata,0,122,22
bro rumah nya kilang pertamax oplos,0,45,7
gtkorupsi pertamax gtsidak shell,1,32,4
sudah minta maaf loh dirutnya laku lagi adil sama jaksa memang kurang sekarang pertamina sudah pasti pertamax sesuai kualitas penuh standar,0,188,29
minta maaf kamu bisa balikin bensin yang tahun pake pertamax bambanggg,0,92,18
coba tidur biar mimpi pertamax turun jadi rp,1,50,8
mau pake pertamax tabok azka kalau lokasi syute isi bbm selalu pilih oli nol dong jelas organik meeeeeen,0,119,22
jangan kau purapura bilang pertamina rugi jual pertamax pertamina bagai lingkar setan oknum ada rugi negara billiun rupiah,0,156,23
saya lama pake produk pertamina aman aman sih pertamax pernah ngalamin yang aneh aneh mesin awet terus,0,130,23
sengkuni nya sama mulyono pilih prabowo dapet mulyono beli pertamax dapetnya pertalite tolol,0,92,13
luh korbang tolol mulyono pertamax jdi pertalite,1,52,7
bukti harga dex dexlite turun sinkron sama pertamax turbo harga ubah malah swasta paksa naikin harga gara konsumen ilang trust pertamax,0,170,28
rp lemah ytd harga minyak rendah bulan memang aneh sih kalau harga pertamax maret tidak turun malah ron swasta naik paksa naik sama esdmpertamina,0,189,35
janji prabowogibran cipta juta lapang kerja ribu karyawan sritex malah diphk kondisi negara sangat baikbaik lebih kasus oplos pertamax pt pertamina patra niaga,0,198,28
diskon turun harga jauh lebih masuk akal pertalite liter pertamax liter sayang tidak laku maaf tidak cukup,0,140,22
gah anj niat isi pertamax mahal mahal biar mesin enak malah tipu kamu,0,84,15
kasih paham dpr ngebacot kata uji lab pertamax bukti oplos kalau perlu siramin ke congor,0,116,19
bodo bang mau bilang ngoplos peduli kamu pikir duit yang lama saya beliin pertamax di ganti engga kan kamu makan skalian sepi ikhlas saya dunia akhirat,0,187,37
rumput abis ada pertamax rasa pertalite,1,45,6
nyata bata pertamax antri pertalite antri,0,49,7
kompensasi nya buat masyarakat apa nya pertamina turun semua hrg bbm anggap refund rkyt syukur hrg pertalite rbliter pertamax rb turbo lt hanya mnta maaf doank dr uy mobil ngisi pertalite pake barcode sudah aneh,0,264,44
minta sama oplo pertamax,1,31,6
kurang nasionalis apa rakyat beli pertamax byr bpjs tepat waktu rajin lapor pajak tipu kan sama perintah nasionalisme ndasmu,0,136,21
koq uji besar kan situ bikin masalah koq elo di zolimi elo zolim rakyat indonesia khusus guna bbm pertamax bangke,0,146,25
hebat konoha malaysia jual pertamax liter untung t nah pertamina jual rugi nya abrek abrek ngeri ini negara,0,135,22
jelas apa kompensasi pertamina masyarakat guna pertamax kalau minta maaf anak paud amp tk bisa bagaimana cara aju wanpertasiganti rugi pertamina masyarakat indonesia guna pertamax,0,217,31
dukung mulyono benar idiot kibul beli pertamax msh bela hancur negara,0,86,13
alihalih pindah pertamax subsidi tepat sasar malah dikadalin bangke blokir itu putangina,0,102,15
tidak apa pente pertamax nya asli bukan oplos,2,47,9
kasus emas palsu antam pertamax oplos buat kecewa jadi tak percaya dg perintah kecewa kita tau alias mrk tangkap bukankah lbh bagus kita bohong terus ungkap,0,218,34
makasie banyak yh pertamax banget ni,2,38,7
jadi keinget abang bilang pertamax lebih irit tari lebih kenceng,0,74,11
sakit ati mal reka sayang motor beli pertamax jee malah kena tipu oplos,0,84,15
satu pertamax telah ini ada akan ungkap,0,69,11
gamau malu tau selalu rasa bangga ngisi pertamax tidak antr,0,72,13
isu pertamax oplos jgn sama hembus spbu swasta sepi bagaimana kalau antri lpg hingga yang tewa hembus nya apa,0,136,24
pertamax oplos emas palsu,0,40,5
ngejar apasih mas,1,17,3
pertamina terus berkomitman kualitas hasil uji ligas tunjuk pertalite pertamax sesuai standar,2,115,15
bbm berkualita tinggi pertamina uji ligas bukti pertalite pertamax sesuai standar ada,2,111,16
orang indonesia ni kasih isi minyak murah masih curi subsidi rakyat malaysia ron tu minyak lebih berkualita malah lebih murah pertamax ron lebih jorok kualitas,0,196,30
tidak si orang model begini ajak ngopi oplos sama pertamax,1,71,12
kini tak perlu ragu uji ligas bukti pertalite pertamax pertamina penuh standar kualita,2,106,15
uji ligas konfirmasi kualitas bbm pertamina sesuai standar pertalite pertamax tetap unggul,2,111,15
uang palsu ijazah palsu pertamax palsu emas palsu sampe presiden ikut palsu negeri penuh palsu,0,107,17
uji ligas pertamina pasti pertalite pertamax sesuai kualitas harap konsumen,2,108,14
aman kualitas bbm pertamina tak ragu uji ligas bukti pertalite pertamax sesuai standar,2,116,16
bansos korup pertamax oplos terus korup emas dikibulin terus korup ya kamu korup itu semua aset negara anjeng cape banget tiap hari dgr berita apa korup mulu tai kamu semua ngentod,0,192,35
pertamina selalu utama kualitas hasil uji ligas pasti pertalite pertamax sesuai standar,2,112,14
uji ligas bukti bbm pertalite pertamax pertamina milik kualitas baik kendara,2,113,15
nyala alarm lanjut tidur,1,27,4
kualita bbm pertalite pertamax pertamina bukti aman sesuai standar lalu uji ligas,2,97,14
ketua komisi xii sebut menteri bahlil percaya publik pertamax jaga,0,84,12
hasil uji ligas tunjuk kualita bbm pertalite pertamax pertamina sesuai standar percaya langgan makin jaga,0,133,17
masa harus pindah pertamax turbo telah diitung harga biasa bel selisih liter,0,110,18
pertamax palsu bakar,1,28,4
kalau mmg takut ttg curiga main pertamina kait pertamax dikbrkan oplos hrznya perlu ragu n cemas selidik team independent dunx ambil samplenya teliti n umum hasil scra transparan maaf lhoo kalau salah,0,237,37
tuntas pertamax oplos muncul seleweng bmm subsidi,0,62,8
sial kota hanya pertamina spbu merk lain sad confused padahal pindah pertamax ken tidak pake subsidi malah jadi khawatir sendiri,0,167,29
rill jodoh cermin diri sendiri alias jaga nya api jevenya pertamax turbo siap meledug kapan ajg ajg dah anak kak ci gada waras memang juju gaje laku sama anjrit,0,196,36
tidak pernah maaf laku semua tahu oplos pergamax lama motor pakai pertamax nyata isi nya pertalite akhirat kalian tidaka pernah maaf semua jabat negara,0,233,35
bodo kalau korup pancung pernah pak pertamax,0,73,12
maafin pak saya mau bapak bakar pake pertamax,0,56,10
